Brand,Price,Rating,Rating_Count,Best_Seller_Rank_Home_Improvement,Best_Seller_Rank_Home_Security,Product_Title,Product_URL
LAVNA,3180.0,0.0,96,3060100,19.0,"LAVNA Zinc La15 Smart Digital Door Lock With Fingerprint, Mobile App And Manual Key Access, Suitable For 28 Mm To 55Mm Wooden Door Fit With Right N Left Door Handle (Black)",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDEzNzk5NjUwNTEzMjo6MDo6&url=%2FLAVNA-LA15-Digital-Fingerprint-Suitable%2Fdp%2FB0CSFPPLMG%2Fref%3Dsr_1_250_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-250-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Golens,12290.0,0.0,116,1058100,4.0,Golens X95 Luxury Smart Door Lock | 7 Ways Unlocking |3D Face ID| Fingerprint | Mobile App | RFID Card | PIN | Mechanical Key |Camera Technology| Keyless Entry Digital Lock (2 Year Warranty),https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDM3NTA5OTQ3MzgzMjo6MDo6&url=%2FGolens-X95-Recognition-Fingerprint-Mechanical%2Fdp%2FB0CBQD2SYM%2Fref%3Dsr_1_251_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
atomberg,13999.0,0.0,130,5185100,32.0,Atomberg SL 1 Smart Door Lock | 6 Ways Unlocking | Fingerprint | PIN | OTP | NFC Card | Atomberg Home App (Data Stored in India)| Key | 5 Stainless Steel Bolt | 2 Year Warranty by Atomberg (Rose Gold),https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDMyMzU1MDMxMzYzMjo6MDo6&url=%2FUnlocking-Fingerprint-Bluetooth-Mechanical-Stainless%2Fdp%2FB0C2CS3FNJ%2Fref%3Dsr_1_252_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Urban,14999.0,0.0,14,2365100,12.0,"Urban Company Native Smart Door Lock Pro with Camera | 6-Way Unlock—Fingerprint, BellLink, UC App (WiFi), PIN, RFID, Key | 3-Year Warranty | Free UC Installation | 100% Data Security | Cosmic Blue",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNzAxNDM3NDI2MDc3MTU1OjE3MzAwOTQwMDg6c3BfYXRmX25leHQ6MzAwMzcwODU0NjM2MDMyOjowOjo&url=%2FNative-Unlock-Fingerprint-BellLink-UC-Installation%2Fdp%2FB0DJGYW9R9%2Fref%3Dsr_1_146_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730094008%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
ROBSYNC,5489.0,0.0,28,22861100,66.0,"Robsync Smart Electronic Door Lock With Inbuilt Wifi Controller Device Main Gate Lock|Heavy Duty Lock 3 Ways Unlocking Wifi Mobile App, Remote & Physical Keys Suitable For Ss, Ms, Wooden Doors - Metal",https://amazon.in/Electronic-Lock-Controller-Main-Gate/dp/B0CBBPYMHR/ref=sr_1_149?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-149
A2Z SMART LOCKS,12999.0,0.0,4,0,0.0,"A2Z SMART LOCKS-GB One Smart Lock. Face ID, Fingerprint, Password, RFID Card, App andMechanical Key Entry, 4.3"" Display.",https://amazon.in/A2Z-SMART-LOCKS-GB-Fingerprint-andMechanical/dp/B0DC4DRQVB/ref=sr_1_150?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-150
Smart ICards,1249.0,0.0,2,61822100,359.0,Smart iCards; Single Door 12V DC 600lbs Electromagnetic Lock/EM Lock for Access Control with LED (Silver),https://amazon.in/Smart-iCards-Single-Electromagnetic-Control/dp/B0821FBDDJ/ref=sr_1_151?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-151
Escozor,5499.0,0.0,2,146239100,707.0,Escozor® Metal Smart Biometric Digital Lever Lock Fingerprint for Doors | Bedroom | Office | Apartment Unlock Using Fingerprint & Manual Keys (MFK01),https://amazon.in/Escozor%C2%AE-Biometric-Fingerprint-Apartment-MFK01/dp/B09YTV2K5W/ref=sr_1_152?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-152
Ozone,1768.0,0.0,102,29363100,235342.0,"Ozone Round, Handy, and Compact Master PIN Code Access Automatic Smart Furniture Locking Black (Pack of 1)",https://amazon.in/Ozone-Smart-Biometric-Furniture-Ozfl-88-P/dp/B084N4YWQT/ref=sr_1_153?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-153
LAVNA,3899.0,0.0,2,26429100,74.0,LAVNA Zinc Alloy And Stainless Steel Hotel Digital Door Lock With Rfid Card And Manual Key Access For Hotel|Resort|Pg Room Doors Support Mobile App(Lh300)(Black),https://amazon.in/LAVNA-Digital-Manual-support-LH300/dp/B0CSFPRCNZ/ref=sr_1_154?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-154
Auslese,15500.0,0.0,0,0,0.0,Auslese® CamSight WiFi Smart Biometric Door Lock with Camera and Screen | App Support | Finger Print | RFID | Passcode | Mechanical Key | OTP | Free Installation | 2 Years Warranty,https://amazon.in/Auslese%C2%AE-CamSight-Biometric-Mechanical-Installation/dp/B0DJJX9432/ref=sr_1_155?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-155
Auslese,2299.0,0.0,0,0,0.0,"Auslese® Mini Smart Fingerprint Padlock USB Rechargeable Biometric Keyless IP65 Waterproof Thumbprint Padlock for Locker, Luggage, Gym, Suitcase",https://amazon.in/Fingerprint-Rechargeable-IP65-Waterproof-Thumbprint/dp/B0DJMDLHJ6/ref=sr_1_156?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-156
jenix,2199.99,0.0,0,0,0.0,Jenix Smart Biometric Fingerprint Digital Lock for Cabinet or Drawer I Electric Fingerprint Keyless Hidden File Drawer Wardrobe Wooden Furniture Cabinet Privacy Lock with 1 Year Warranty,https://amazon.in/Biometric-Fingerprint-Electric-Wardrobe-Furniture/dp/B09X24RRNC/ref=sr_1_157?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-157
Escozor,2349.0,0.0,0,57643100,192.0,"Escozor® DFL03 with App Smart Furniture Digital Keyless Lock for Home (Fingerprint Lock with Mobile App Control), Polished Finish (Black) (Smart Life App)",https://amazon.in/Escozor%C2%AE-DFL03-App-Furniture-Fingerprint/dp/B0DBVRFZBK/ref=sr_1_158?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-158
NAVKAR SYSTEMS,5999.0,0.0,0,0,0.0,"Navkar Systems Weatherproof Finger Card Pin Remote Mobile App Access Control Panel with 2 Remotes, Can Operate Any Electronic Lock Using Finger Card Pin Remote Smart Life App",https://amazon.in/Systems-Weatherproof-Control-Remotes-Electronic/dp/B0DFHG7VNS/ref=sr_1_159?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-159
LACASA,8900.0,0.0,0,325579100,1269.0,LACASA 14inch Smart Door Lock LC733 | Fingerprint | Pincode | RFID Access Card | Mechanical Key | Auto Locking | High Strength | for Home and Office(Black),https://amazon.in/LACASA-LC733-Fingerprint-Mechanical-Strength/dp/B0CHF7NFGM/ref=sr_1_160?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-160
Yale,20300.0,0.0,4,121881100,3516169.0,"Yale Smart Lock Pro & Connect- Alexa Enabled Smart Door Lock with App Access, (Grey, Free Installation)",https://amazon.in/Yale-Smart-Lock-Pro-Mechanical/dp/B07V4L1KC5/ref=sr_1_161?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-161
DSTMLOCKFTY,6985.0,0.0,0,22058100,29.0,"Fingerprint Padlock, Padlock with Keyless Biometric, Heavy Duty Padlock, Smart Lock with APP, Bluetooth Combination Padlock with Key, Waterproof Outdoor Padlock, Suitable for Gates, Fence, Storage",https://amazon.in/Heavy-Duty-Fingerprint-Padlock-APP/dp/B0C81DZGVV/ref=sr_1_162?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-162
DHVAJ,7999.0,0.0,0,0,0.0,DHVAJ Smart Door Lock with 5-Way Unlocking | Fingerprint | Pincode| Mobile App| Mechanical Key | OTP Access |Stainless Steel Mortise with 5 Bolts | Trust of Hero Group | - Silver,https://amazon.in/DHVAJ-Unlocking-Fingerprint-Mechanical-Stainless/dp/B0B5NDL7ZL/ref=sr_1_163?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-163
ALCOTT,2499.0,0.0,15,28848100,105.0,"ALCOTT® ZINC Fingerprint Drawer Lock, Smart Biometric Cabinet Lock, Safety Electric Fingerprint Lock, Drawer Wardrobe Lock, Furniture Privacy Lock (Upto 20 Fingerprints can be stored) 1 Warranty",https://amazon.in/Fingerprint-Biometric-Electric-Furniture-Fingerprints/dp/B0D9BQWCZB/ref=sr_1_164?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-164
Godrej Locking Solutions and Systems,13500.0,0.0,593,1397100,8.0,Godrej Smart Lock I Catus Connect I Digital Lock for Wooden Door | 5 in 1 Access I WiFi I Fingerprint I RFID Card I PIN Access I Mechanical Key I 3 Strong Locking Dead Bolts I Champagne Gold,https://amazon.in/sspa/click?ie=UTF8&spc=MToyNzAxNDM3NDI2MDc3MTU1OjE3MzAwOTQwMDg6c3BfbXRmOjMwMDM1OTE4NTEzNjczMjo6MDo6&url=%2FGodrej-Fingerprint-Mechanical-Locking-Champagne%2Fdp%2FB0CWRYNDDS%2Fref%3Dsr_1_165_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730094008%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Honexa,7999.0,0.0,0,0,0.0,Honexa Smart Door Lock with 5-Way Unlocking | Fingerprint | Pincode | Mobile App| Mechanical Key | OTP Access |Stainless Steel Mortise with 5 Bolts | Trust of Hero Group | - Silver,https://amazon.in/Honexa-Unlocking-Fingerprint-Mechanical-Stainless/dp/B0B2WLDSY5/ref=sr_1_169?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-169
